created_at,id,author_id,text,name,location,username,clean_text,label
2022-03-02T17:42:17.000Z,2775968022,2775968022,"@kaarrff I no longer use the big boys - I am with Giffgaff at the moment &amp; they're no bother -  Had a contract for 16 years at @ee, asked about SIM only for my partner, cheapest was Â£12/month - went to SMARTY for Â£6 - then offered to match it after PAC code request - left anyway

Bye EE",Poppy's Dad,Newcastle,PoppysFather,i no longer use the big boys i am with giffgaff at the moment amp theyre no bother had a contract for years at asked about sim only for my partner cheapest was month went to smarty for then offered to match it after pac code request left anyway bye ee,-1.0
2022-03-02T19:36:01.000Z,1140000000000000000,1140000000000000000,"@Lesley_kr @EE I pay GG Â£10 pm month 

Unlimited calls / text
15G Data
No contract 

Lovely jubbly",@Davidjewood ðŸ‡ºðŸ‡¦,"Bristol, England",Davidjewoody,i pay gg pm month unlimited calls text g data no contract lovely jubbly,1.0
2022-03-02T00:54:49.000Z,1023113286,1023113286,@EE I saw the delivery driver in my carpark. Didn't ring the buzzer rang my mobile which was on charge so i missed the call. Luckily the dropped it off at a shop not too far from home,John DurrÃ©ll,UK,jdurrell87,i saw the delivery driver in my carpark didnt ring the buzzer rang my mobile which was on charge so i missed the call luckily the dropped it off at a shop not too far from home,1
2022-03-02T11:49:17.000Z,1480000000000000000,1480000000000000000,"@rjek @EE I took out my contract a week ago after being sold a deal. A week later you put the price up Â£5.40 a month for the next 2 years, I've been in touch with customer service and if they don't sort it out within my cooling off period I'll be leaving you and going elsewhere",Mike Nice,United Kingdom,MikeNic07187799,i took out my contract a week ago after being sold a deal a week later you put the price up a month for the next years ive been in touch with customer service and if they dont sort it out within my cooling off period ill be leaving you and going elsewhere,-1.0
2022-03-02T10:39:07.000Z,255008871,255008871,@beanz2809 @EE I use it to check coverage when our district nurses call saying they donâ€™t have signal,Andrew Graham,Not proper Shields,Andrew1304,i use it to check coverage when our district nurses call saying they dont have signal,-1.0
2022-03-02T09:29:31.000Z,20642359,20642359,@donnyjuff @EE Iâ€¦ want to say yes ðŸ˜‚,Laura Ruth ðŸ’™,"Coningsby, England",laurasaur_790,i want to say yes,1
2022-03-02T14:16:23.000Z,239029436,239029436,"@EE @LanchburyJames I wasnâ€™t told when I took out my new contract just a couple of months ago ðŸ¤·â€â™‚ï¸ I though that was one of the benefits of a fixed term contract, protecting against such things ðŸ’°",Steve Ascough,North Ayrshire,steveascough,i wasnt told when i took out my new contract just a couple of months ago i though that was one of the benefits of a fixed term contract protecting against such things,-1.0
2022-03-01T23:35:44.000Z,929000000000000000,929000000000000000,@VodafoneUK I went to London at the weekend and visited some parks it was a beautiful day with lots of flowers and birds it really felt like spring and lifted my mood â˜€ï¸ #VodafoneTreats https://t.co/AX0ErIhagj,Amber Baxter,"Nottingham, England",MaximumEffort74,i went to london at the weekend and visited some parks it was a beautiful day with lots of flowers and birds it really felt like spring and lifted my mood,1
2022-03-02T09:24:27.000Z,363667186,363667186,I wonder if @EE will add graphics cards as an add to plan or even PCs. ðŸ˜,Johnny Logo ðŸ´ó §ó ¢ó ·ó ¬ó ³ó ¿ðŸº,"Brecon, Wales",Johnny_Logo,i wonder if will add graphics cards as an add to plan or even pcs,-1.0
2022-03-02T07:56:02.000Z,307747378,307747378,@EE I would like my EE dongle unlocked. How do I do this?,Marc Webster,Aberdeen,MarcWebster50,i would like my ee dongle unlocked how do i do this,-1.0
2022-03-02T16:37:22.000Z,3928310057,3928310057,@DanielCake @Toadsanime @EE I'd also argue that Ryan is Game Of The Year.,Anni ðŸ,anni@superraregames.com,astralberryy,id also argue that ryan is game of the year,1
2022-03-02T16:35:52.000Z,16053305,16053305,@EE I'd be grateful if you could sort the signal where I am. Very poor,Andrew Martin,UK,weemansgin,id be grateful if you could sort the signal where i am very poor,-1.0
2022-03-02T22:02:38.000Z,993000000000000000,993000000000000000,"@EE @BAFTAGames I'd love to submit a vote, but it refuses to let me, it says one the selections is ""invalid.""",treeseðŸ†–,"Hightower, New Mexico",treese_,id love to submit a vote but it refuses to let me it says one the selections is invalid,-1.0
2022-03-02T17:00:12.000Z,312903031,312903031,@PaulUKTweeting @EE @ThreeUK @TheO2 If you are on the roads you will get frustrated by three and o2.,DJ TRIX,United Kingdom,TrixDnB,if you are on the roads you will get frustrated by three and o,-1.0
2022-03-02T23:07:26.000Z,1190000000000000000,1190000000000000000,@EE If you can match my providerâ€™s price then sureâ€¦,Keiran Marc,"Water Orton, England",keiranfuller27,if you can match my providers price then sure,-1.0
2022-03-02T18:15:56.000Z,3863707041,3863707041,"@elogudbyegirl @MartinSLewis @EE If your increase is above RPI or you werenâ€™t notified when you joined it would increase, your free to exit.",Kieran Cairns,"Durham, England",KieranCairns,if your increase is above rpi or you werent notified when you joined it would increase your free to exit,-1.0
2022-03-02T21:49:23.000Z,19128184,19128184,@Thestrokeguy @EE If your plan includes a phone itâ€™s even worse. The price of the phone hasnâ€™t gone up at all. So its more like 20% increase on EEs charges and then ludicrous cancellation fees.,Jason Noble,"London, England",jnoble100,if your plan includes a phone its even worse the price of the phone hasnt gone up at all so its more like increase on ees charges and then ludicrous cancellation fees,-1.0
2022-03-02T10:34:00.000Z,17824069,17824069,@EE Ignoring what I actually wrote but OK,Me,Yes,gotenkslovesme,ignoring what i actually wrote but ok,-1.0
2022-03-02T22:21:08.000Z,2280127622,2280127622,@KolaBokinni @VFLDN @LoopVIP @AzimMajid @EE @BAFTA @phildunster @Toheeb_Jimoh @brettgoldstein @Moe_eezy Iâ€™ll take any one of these men.â™¥ï¸,S. Akeira Reddy,LA/CLT,AkeiraReddy,ill take any one of these men,1
2022-03-02T08:18:31.000Z,1827625549,1827625549,"@EE I'm an odd one. I like to set it up from scratch every new phone. Weeds out the apps I never used and old data on the phone I never needed. Photos always backup to Google photos, messages always backup so that's all I need. Now to start testing the S22 Ultra camera ðŸ¤ª",ðŸ¤ðŸ¹ KL ðŸŒðŸ²,"51.3979794,-3.2684619,17.69z",FoodLewis,im an odd one i like to set it up from scratch every new phone weeds out the apps i never used and old data on the phone i never needed photos always backup to google photos messages always backup so thats all i need now to start testing the s ultra camera,1
2022-03-02T20:33:01.000Z,710000000000000000,710000000000000000,"@EE Iâ€™m away at the moment, just saw this. Internet is still off apparently to my friend who is cat-sitting. This is close to 2 weeks now which is ridiculous. How do I go about getting a deadlock letter for an ofcom complaint?",dan,"London, England",dandembryedw,im away at the moment just saw this internet is still off apparently to my friend who is catsitting this is close to weeks now which is ridiculous how do i go about getting a deadlock letter for an ofcom complaint,-1.0
2022-03-02T09:23:32.000Z,20642359,20642359,@donnyjuff @EE Iâ€™m currently having this debate,Laura Ruth ðŸ’™,"Coningsby, England",laurasaur_790,im currently having this debate,1
2022-03-02T16:10:22.000Z,2422013736,2422013736,@PapaTooFly @EE I'm definitely grinning and bearing itðŸ˜¬,Yasmin,Plymouth/Bristol,yasminltmedia,im definitely grinning and bearing it,1
2022-02-28T19:54:10.000Z,352430106,352430106,@VodafoneUK I'm having issues accessing my very me rewards I keep getting error code: 6201 please help!,Geezy ðŸ‡»ðŸ‡¨ðŸ‡²ðŸ‡¸ðŸ‡¬ðŸ‡§,London ,Gm0n3y_2k,im having issues accessing my very me rewards i keep getting error code please help,-1.0
2022-03-02T16:08:28.000Z,767000000000000000,767000000000000000,@EE Im not getting any bars of signal in longridge uk area whats up with that?,ã‚¸ Jc - Batty boy,Japan,JaayOnPC,im not getting any bars of signal in longridge uk area whats up with that,-1.0
2022-02-28T14:07:50.000Z,21009666,21009666,"@VodafoneUK Iâ€™m not patient Stace at all. Shocking @VodafoneUK @VodafoneBiz can cripple business broadband for an entire week through your repeated failings. Billing Â£8 per hour so it will cost you guys north of Â£1,400.",Robin McKelvie,"Edinburgh, Scotland",robinmckelvie,im not patient stace at all shocking can cripple business broadband for an entire week through your repeated failings billing per hour so it will cost you guys north of,-1.0
2022-03-01T18:31:10.000Z,1243731282,1243731282,@VodafoneUK I'm on one now on the Isle of Wight! Here's a pic of my two boys enjoying paradise today ðŸ˜ðŸ¹ðŸ–ðŸ #VodafoneTreats https://t.co/VjaAnjXiET,Polly Klidaras,England,pklidaras,im on one now on the isle of wight heres a pic of my two boys enjoying paradise today,1
2022-03-02T20:10:56.000Z,31836472,31836472,"@TrixDnB @EE @ThreeUK @TheO2 Iâ€™m only really on the road in Crawley/Horley, but will look into the coverage a bit more mate, cheers for the heads up ðŸ‘ðŸ»",Mr Paul Callaway,"Horley, Surrey, England",PaulUKTweeting,im only really on the road in crawleyhorley but will look into the coverage a bit more mate cheers for the heads up,1
2022-03-01T11:17:08.000Z,6320652,6320652,"@VodafoneUK I'm trying to pick my entertainment package, and getting 404/Bad Gateway. Please can you check? https://t.co/LyAUPpGiI3",Mike Day,Cheltenham,mikedayUK,im trying to pick my entertainment package and getting bad gateway please can you check,-1.0
2022-03-02T09:59:26.000Z,508882135,508882135,@EE Iâ€™m very happy after having no signal for 8 months with O2,Dave Arsenal,Barrow-in-furness,AFCvTheEnemy,im very happy after having no signal for months with o,1.0
2022-03-02T16:28:46.000Z,312903031,312903031,@PaulUKTweeting @EE @ThreeUK @TheO2 I'm with EE. 20 a month for 150gb data.,DJ TRIX,United Kingdom,TrixDnB,im with ee a month for gb data,1
2022-03-02T12:33:13.000Z,352520876,352520876,@beanz2809 @EE Iâ€™m with sky and Iâ€™ve got no service but my husband and son do?!? Weird x,Kerry Small ðŸ‡ºðŸ‡¦,County Durham,Kezbat79,im with sky and ive got no service but my husband and son do weird x,-1.0
2022-03-02T11:22:35.000Z,2501201491,2501201491,"@EE Impressive

But this is one instance when it works, and is made to work for demonstrative purposes

I would love to see an entire city (let's say London) doing a shave simultaneously so we can see a proper stress test of a proper working scenario in working conditions",Luke Tromans,United Kingdom,BluBoiSpheal232,impressive but this is one instance when it works and is made to work for demonstrative purposes i would love to see an entire city lets say london doing a shave simultaneously so we can see a proper stress test of a proper working scenario in working conditions,1.0
2022-02-28T20:35:22.000Z,18073872,18073872,".@VodafoneUK in recent powercuts I lost mobile signal, is this how it has to be or is tech being worked on to prevent loss of signal in powercuts?",Darius G Laws ðŸ‡¬ðŸ‡§,Great Britain,dariusglaws,in recent powercuts i lost mobile signal is this how it has to be or is tech being worked on to prevent loss of signal in powercuts,-1.0
2022-02-28T13:19:02.000Z,19937627,19937627,.@VodafoneUK in talks over consolidation https://t.co/TldCFnMpgh,Mobile News Magazine,London,MobileNewsMag,in talks over consolidation,1
2022-03-02T19:50:19.000Z,261229069,261229069,@Davidjewoody @EE In the process.,L ðŸŒ¸ðŸ‘±ðŸ¼â€â™€ï¸ðŸŒ¸,Up on the roof ðŸŒƒ,Lesley_kr,in the process,1
2022-03-02T09:25:11.000Z,277646855,277646855,"@laurasaur_790 @EE In these uncertain times, do we just go.for it?? Hahaha",ðŸ¤·ðŸ»â€â™‚ï¸,West Yorkshire,donnyjuff,in these uncertain times do we just gofor it hahaha,-1.0
2022-03-02T21:50:10.000Z,19128184,19128184,@EE @GDICKWILLY Inflation plus 3.9%? Really?,Jason Noble,"London, England",jnoble100,inflation plus really,-1.0
2022-03-02T20:22:50.000Z,1010000000000000000,1010000000000000000,"Introducing our new boy bandâ€¦
â€˜The Love Jacketâ€™.. 

tour dates to be announced soon ðŸ•ºðŸ¾ðŸŽ¤ #EEBAFTAs  @VFLDN @LoopVIP @AzimMajid @EE @BAFTA https://t.co/xmuiXrttip",Kola Bokinni,"London, England",KolaBokinni,introducing our new boy band the love jacket tour dates to be announced soon,1.0
2022-03-02T14:35:04.000Z,946000000000000000,946000000000000000,Is every mobile phone networks monthly payments going up by Â£5 because if not then I may need to part ways with @EE??,Sana,"Manchester, England",SAN4AAx,is every mobile phone networks monthly payments going up by because if not then i may need to part ways with,-1.0
2022-03-01T21:07:13.000Z,625869214,625869214,"@VodafoneUK Is there an outage if internet(Landline) been off for about 45 mins reset router and multiple restarts on router, tried to call to get assistance but no one is there????",LokiiFPS,"England, United Kingdom",LokiiFPS,is there an outage if internetlandline been off for about mins reset router and multiple restarts on router tried to call to get assistance but no one is there,-1.0
2022-02-28T11:34:03.000Z,72018209,72018209,@VodafoneUK Is there any issue with the Costa promotion today ? The Costa staff said Iâ€™m the third person having issue redeeming the veryme offer,Monsieur CacahuÃ¨te,"Toulouse, France",MonsieurCacahu1,is there any issue with the costa promotion today the costa staff said im the third person having issue redeeming the veryme offer,-1.0
2022-03-02T17:34:35.000Z,130250427,130250427,@EE is this number part of you?? https://t.co/mXPk8anJjK,kelly hansen,Essex,Kellyh486,is this number part of you,-1.0
2022-03-02T02:11:54.000Z,762433873,762433873,"@AbeGrandson1 @BAFTA @TPOTD @kodismitmcphee @EE Isnâ€™t a sign of progress in accepting LGBTQ people also accepting persons of varying shade of complexity and morality? In Power of the Dog, from a gay man conflicted in his own sexuality, we see a wide spectrum of masculinity and confronting internalized homophobia.",Dalton Valette,"Denver, CO",daltonvalette,isnt a sign of progress in accepting lgbtq people also accepting persons of varying shade of complexity and morality in power of the dog from a gay man conflicted in his own sexuality we see a wide spectrum of masculinity and confronting internalized homophobia,1
2022-03-02T18:44:55.000Z,1270000000000000000,1270000000000000000,It could be the case that patrons and staff from @ShortlandsTaver and other people in the Bromley area called @metpoliceuk  1/3/2022 to accuse Giles Beynon and Maria of drug dealing on mobiles bought @EE @VodafoneGroup @O2 @ThreeUK in @TheGladesBrom by card that day @BBC @ITV,Joshua Solomon,"Bromley, London",JoshuaS87810426,it could be the case that patrons and staff from and other people in the bromley area called to accuse giles beynon and maria of drug dealing on mobiles bought in by card that day,1
2022-03-02T07:52:21.000Z,141321717,141321717,@VodafoneUK It puts a spring in my step knowing that I have family who are supporting me through my journey https://t.co/yutpzgY1EW,Sandy Ralph ðŸ’™,"Bexhill, England.",moonlightlady2,it puts a spring in my step knowing that i have family who are supporting me through my journey,1
2022-02-28T17:21:07.000Z,22420653,22420653,"@VodafoneUK It really is! I'd have to dig out my old Nokia though, it's not the same on a touch screen!",Nabs,Scotland,bilies,it really is id have to dig out my old nokia though its not the same on a touch screen,1
2022-03-02T10:13:57.000Z,96203721,96203721,"@EE It says black on the order confirmation, is that the console colour?",Josh Burridge,"Bournemouth, England",josh_burridge,it says black on the order confirmation is that the console colour,1
2022-03-02T11:23:55.000Z,2654886270,2654886270,@EE it seems broadband is down in some areas of Glasgow but I can only check mobile network status and coverage. How can check home broadband?,Jay Howarth,"Glasgow, Scotland",JayHowarth87,it seems broadband is down in some areas of glasgow but i can only check mobile network status and coverage how can check home broadband,-1.0
2022-03-02T10:07:11.000Z,230178138,230178138,"@FitzyJill @EE It will be in your contract that they can increase the cost, typically annually or on a specific date each and generally inline was an index (RPI or whatever)",Blainzy,"Born in Everton, Lancashire",John_B58,it will be in your contract that they can increase the cost typically annually or on a specific date each and generally inline was an index rpi or whatever,-1.0
2022-03-02T20:38:47.000Z,710000000000000000,710000000000000000,"@EE Itâ€™s 5G WiFi and phone signal, Iâ€™ve spoken with several people, including managers and there is still no word. Theyâ€™ve promised people weâ€™re going to the mast for days, itâ€™s a joke. I shouldnâ€™t have to spend my holiday calling EE for an issue to be fixed 2 weeks after it arose.",dan,"London, England",dandembryedw,its g wifi and phone signal ive spoken with several people including managers and there is still no word theyve promised people were going to the mast for days its a joke i shouldnt have to spend my holiday calling ee for an issue to be fixed weeks after it arose,-1.0
2022-03-02T21:55:23.000Z,324383649,324383649,"@mikey_9fingers @EE Itâ€™s a joke mate, they are definitely getting fucked off",Dom Gibson,"Manchester, England",Domogibo,its a joke mate they are definitely getting fucked off,-1.0
2022-03-01T22:02:59.000Z,44573086,44573086,@kellyflynn160 @SimonTa58845715 @tescomobile @EE Itâ€™s always worth contacting them.,Heather,"Born UK, UK/EU citizen!",Blueheathen,its always worth contacting them,1
2022-03-02T13:58:55.000Z,1974244957,1974244957,@jlc1978 @EE Itâ€™s daylight robbery! Inflation maybe but 9%! Absolutely shocking. I will be contacting you and you wonâ€™t be charging me the full increase I can assure you. I have a feeling you wonâ€™t be the top market provider for much longer with these increases.,Clair Louise Davies,"Guisborough, England",ClairDavies78,its daylight robbery inflation maybe but absolutely shocking i will be contacting you and you wont be charging me the full increase i can assure you i have a feeling you wont be the top market provider for much longer with these increases,-1.0
2022-03-02T18:52:04.000Z,1290000000000000000,1290000000000000000,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP itâ€™s giving https://t.co/bSJczGPQOy,ez ðŸ‚,she / they | 18 !,loverneIson,its giving,1
2022-03-03T00:05:41.000Z,1380000000000000000,1380000000000000000,@NiUUS15t33jD3Wa @BAFTA @ArianaDeBose @EE Itâ€™s more likely she will win best supporting actress because itâ€™s voted on by BAFTA membership instead of the ee rising star which is voted on by the UK public. Usually that to go a British actor/ actresses since they are more well known.,I stand with Ukraine ðŸ‡ºðŸ‡¦â¤ï¸ðŸ‡ºðŸ‡¦,"Las Vegas, NV",Artgeek851,its more likely she will win best supporting actress because its voted on by bafta membership instead of the ee rising star which is voted on by the uk public usually that to go a british actor actresses since they are more well known,1
2022-03-02T13:23:24.000Z,876000000000000000,876000000000000000,@EE @EXCEL @mikyx @EMENES_20010101 @Huge_Gorilla Itâ€™s rediculous that your sales advisors promise that there would be a price promise on my contract and weâ€™re only a few months into my contract I get 4% price rise out of no where and the service connection still sucks,Qulturedgenius,"London, England",Qulturedgenius,its rediculous that your sales advisors promise that there would be a price promise on my contract and were only a few months into my contract i get price rise out of no where and the service connection still sucks,-1.0
2022-03-02T14:53:43.000Z,139357871,139357871,"Itâ€™s that time of the year for your in-contract pricing increase notifications from @EE and @SkyUK broadband. Nothing we can do except suck it up, compare the prices on renewal and hot foot it to the next company whoâ€™ll do the same anyway ðŸ˜‚ðŸ˜…ðŸ˜‚",Nathan Scott,UK,nathlfc6times,its that time of the year for your incontract pricing increase notifications from and broadband nothing we can do except suck it up compare the prices on renewal and hot foot it to the next company wholl do the same anyway,-1.0
2022-03-03T09:15:14.000Z,91077597,91077597,@EE I've been with *EE since I bought my first mobile phone. Sadly I will be looking for a new provider as EU #roaming charges have been reintroduced.,JArnie,The Earthâ€™s Crust,ja2xarnie,ive been with ee since i bought my first mobile phone sadly i will be looking for a new provider as eu charges have been reintroduced,-1.0
2022-03-02T14:44:41.000Z,307553085,307553085,"@SAN4AAx @EE Iâ€™ve complained like 2/3 times theyâ€™re not having it, Iâ€™m just glad my apple watch contract is finishing this month",hassan,"Manchester, England",hassahmed95,ive complained like times theyre not having it im just glad my apple watch contract is finishing this month,-1.0
2022-03-03T09:51:50.000Z,74119229,74119229,Iâ€™ve even come off private so @EE can answer me! What nonsense behaviour I that?,I Gotta Put Me First Lucious,London ,JustCallMeAms,ive even come off private so can answer me what nonsense behaviour i that,-1.0
2022-03-02T13:47:41.000Z,146419803,146419803,@mikey_9fingers @EE Iâ€™ve just see that Tesco donâ€™t hike prices. Will definitely be changing. Thank you,Samantha Farley,West Bromwich,samfarleyOTA,ive just see that tesco dont hike prices will definitely be changing thank you,-1.0
2022-03-02T15:00:02.000Z,23819910,23819910,"I've just switch to a contract from a contract free phone with GiffGaff. EE and BT Mobile said their bills will increase by less than Â£2pm (av.), mines going up from Â£35 to Â£38.26 and I'm not happyðŸ˜¤ I won't renew at the end! @MartinSLewis 
https://t.co/NOQ0sC3bfY @EE",Sas #FBPE #ToriesAreCorrupt,"53.306207,-1.391058",elogudbyegirl,ive just switch to a contract from a contract free phone with giffgaff ee and bt mobile said their bills will increase by less than pm av mines going up from to and im not happy i wont renew at the end,-1.0
2022-03-02T17:13:11.000Z,23819910,23819910,"@KieranCairns @MartinSLewis @EE Iâ€™ve only just signed up, Iâ€™ve only paid 3 months so far.",Sas #FBPE #ToriesAreCorrupt,"53.306207,-1.391058",elogudbyegirl,ive only just signed up ive only paid months so far,1
2022-03-02T17:06:25.000Z,2400506954,2400506954,"@BAFTAGames @EE I've only played Metroid Dread and It Takes Two out of those, and while both were incredible, I think Metroid just edges it for me. I'd love to try Chicory and Unpacking too once I've got the time! A great lineup by the looks of it, can't go wrong with any of them.",ColossalFailure - Lewis,United Kingdom,CoIossalFailure,ive only played metroid dread and it takes two out of those and while both were incredible i think metroid just edges it for me id love to try chicory and unpacking too once ive got the time a great lineup by the looks of it cant go wrong with any of them,1
2022-03-01T10:30:22.000Z,16031661,16031661,Join @VodafoneUK broadband And weâ€™ll each be rewarded with a Â£25 Amazon Gift Card #Voucher #code #vodafonebroadband https://t.co/U56gnNYNxj,cadere in occidente,Terms and Conditions Apply,cadere_in,join broadband and well each be rewarded with a amazon gift card,1
2022-03-01T18:25:22.000Z,1270000000000000000,1270000000000000000,@VodafoneUK Just 53 quid a month ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,D.R.Evans,"Rotherham, England",postiedav7,just quid a month,1
2022-03-02T15:21:08.000Z,4813970303,4813970303,"@EE just because you can, doesnâ€™t mean you should! Everything is rising sharply but not our income. Not interested in seeing your stock duplicate replies. Disappointed and so wrong! Been with you since the Orange days of 2001. Upgraded 3 months ago. https://t.co/IGhRvvFViY",Patricia Young,"Folkestone, England",FreakyPatty,just because you can doesnt mean you should everything is rising sharply but not our income not interested in seeing your stock duplicate replies disappointed and so wrong been with you since the orange days of upgraded months ago,-1.0
2022-03-03T10:05:56.000Z,769000000000000000,769000000000000000,"Just been sent this from a colleague at one of our @EE warehouses â€“ not the most glamorous pic, but that's not the point: 3,069 mobile powerbanks wrapped and ready to go, to be distributed to people displaced in Ukraine in partnership with the Red Cross or UNICEF. https://t.co/v5JfWUGDzj",Marc Allera,"London, England",MarcAllera,just been sent this from a colleague at one of our warehouses not the most glamorous pic but thats not the point mobile powerbanks wrapped and ready to go to be distributed to people displaced in ukraine in partnership with the red cross or unicef,1.0
2022-03-02T16:23:16.000Z,87259853,87259853,@VodafoneUK Just finalising my mobile plan &amp; Samsung watch plan with you. I notice the mobile plan - Red 160gb + entertainment - includes my choice of entertainment for the duration. Can you please explain how this works? 1/2,Sarah ðŸŒ¼ & Jasper ðŸ¾,"England, United Kingdom",madcow42,just finalising my mobile plan amp samsung watch plan with you i notice the mobile plan red gb entertainment includes my choice of entertainment for the duration can you please explain how this works,-1.0
2022-03-02T15:47:06.000Z,4026629115,4026629115,"Just got an email from EE telling me my phone contract will be increasing in line with the rate of inflation and +3.9%â€¦. Fucking same old bullshit from @EE 
Going back to a Nokia 3310",Jack Scantlebury,"Bishop's Stortford, England",ScantleNuts12,just got an email from ee telling me my phone contract will be increasing in line with the rate of inflation and fucking same old bullshit from going back to a nokia,-1.0
2022-03-02T15:39:09.000Z,324383649,324383649,"Just had a new contract with @EE and now they increase it, they can absolutely get fucked ahaha cancel that right now",Dom Gibson,"Manchester, England",Domogibo,just had a new contract with and now they increase it they can absolutely get fucked ahaha cancel that right now,-1.0
2022-03-02T14:06:59.000Z,362078651,362078651,@EE just letting you know I will be leaving you when my contract ends. You care not about your existing customers only ones,GunnersAssemble,"London, United Kingdom",RednWhiteJames,just letting you know i will be leaving you when my contract ends you care not about your existing customers only ones,-1.0
2022-03-02T14:06:12.000Z,1250000000000000000,1250000000000000000,Just lost my internet with @VodafoneUK â€¦ nothing but problems with this company for the last few weeks. Shitty speeds. Crappy Wi-Fi â€˜expertâ€™ customer service and attitude. No compensation for a fault they acknowledged and now deny happened. Now loss of service.,Rage Quit Dad,Buckinghamshire,Rage_Quit_Dad,just lost my internet with nothing but problems with this company for the last few weeks shitty speeds crappy wifi expert customer service and attitude no compensation for a fault they acknowledged and now deny happened now loss of service,-1.0
2022-03-03T09:10:06.000Z,196783546,196783546,"Just the 9.3% increase in my mobile bill with @EE this year. Seems legit! Because heaven forbid a company uses their profits to invest, best just to charge the customers more in advance! #CPI plus #FourPercentForEE",DanB,East Anglia,_DanBarrett_,just the increase in my mobile bill with this year seems legit because heaven forbid a company uses their profits to invest best just to charge the customers more in advance plus,1.0
2022-03-02T11:28:34.000Z,1220000000000000000,1220000000000000000,"@EE just the 9.3% increase, my service hasnâ€™t gotten 9.3% better but who cares? Definitely not EE.",T O N I C ðŸ‡ºðŸ‡¦,The bar.,fi_tonic,just the increase my service hasnt gotten better but who cares definitely not ee,-1.0
2022-03-01T20:28:23.000Z,150788276,150788276,@VodafoneUK Just the joy that playing football in the forest brings my little boy! Absolute heaven!!! https://t.co/4J0ZR9kxKn,Mat Boult,"Exeter, England",mr_boult,just the joy that playing football in the forest brings my little boy absolute heaven,1
2022-03-01T09:37:36.000Z,526688968,526688968,@VodafoneUK Last Thursday (24th),Ben Duffin,"Milton Keynes, England",duffin_b,last thursday th,1
2022-03-02T00:47:22.000Z,960000000000000000,960000000000000000,@TonyLeeMoral @EE @DailyMailCeleb Life goes on but this is sort of tasteless.,Pine Barrens Adventures,"New Jersey, USA",RallyBoss,life goes on but this is sort of tasteless,1
2022-03-01T18:01:32.000Z,902000000000000000,902000000000000000,@VodafoneUK Lisa Marie youâ€™ve assumed - again by pure ignorance - that I want to cancel within a 14 day cooling off period. I am within contract and I wish to cancel paying off what I owe. So Iâ€™ll ask again the same question please.,www.amarmajid.com,"West Midlands, England",amarmajidphotos,lisa marie youve assumed again by pure ignorance that i want to cancel within a day cooling off period i am within contract and i wish to cancel paying off what i owe so ill ask again the same question please,-1.0
2022-03-02T18:28:46.000Z,1480000000000000000,1480000000000000000,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP Literally stunning,ia for a while, âœ§ *:ï½¥ï¾Ÿ18yo | he/they *:ï½¥ï¾Ÿâœ§,aIedIqst,literally stunning,1
2022-03-02T13:01:01.000Z,240424522,240424522,@EE literally taking the Micky outta people the increase on phone bill shouldnâ€™t even be a thing! You agree to a price when you first take a contract out based on what you can afford. You can take the phone back at this rate 2 increases in the year Iâ€™ve had this phone! ðŸ—‘,Georgina,"Sheffield, United Kingdom",GeorgianaRose91,literally taking the micky outta people the increase on phone bill shouldnt even be a thing you agree to a price when you first take a contract out based on what you can afford you can take the phone back at this rate increases in the year ive had this phone,-1.0
2022-02-28T18:53:20.000Z,41803296,41803296,@Danjones_uk @VodafoneUK Lol oh yeah great simple feature that turned red when low on battery,Chris,"Altrincham, Cheshire. UK",redmeister81,lol oh yeah great simple feature that turned red when low on battery,1.0
2022-02-28T13:36:05.000Z,831493902,831493902,@VodafoneUK look can someone please just give me the right bloody number for customer relation   Have been given to. Man6 number,Brian,ESSEX,Brianhagon,look can someone please just give me the right bloody number for customer relation have been given to man number,-1.0
2022-03-02T18:38:43.000Z,1380000000000000000,1380000000000000000,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP Look so good !,Alyson ! ðŸ‚,Bi | She/They ðŸ‡²ðŸ‡½ ,Elplanetaduck,look so good,1
2022-03-02T18:29:29.000Z,219682735,219682735,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP Looking good.,Iego,Bates Motel,iego_sousa,looking good,1
2022-03-02T12:38:05.000Z,15630634,15630634,@MarcAllera @CNBC @bt_uk @EE @cnbcKaren Looking good from the balcony! Great to @BT_uk and @EE so well represented at the show! https://t.co/HyF5traGZo,Ben Wood,"London, UK",benwood,looking good from the balcony great to and so well represented at the show,1
2022-03-01T19:02:58.000Z,464727117,464727117,"@O2 @VodafoneUK @virginmedia @SMARTYMobileUK @giffgaf @EE

Looking to get a new contract with a #Decent company can any of you help? #BoycottThree",Biano,Glasgow,Biano1984,looking to get a new contract with a company can any of you help,1
2022-02-28T19:24:55.000Z,21823082,21823082,@VodafoneUK #Love Beautiful Wales https://t.co/khA27gKM2e,ðŸ€ANNE JENKINS ðŸ€,South Wales,WickedlyWelsh2,beautiful wales,1
2022-02-28T22:08:45.000Z,1291090328,1291090328,@VodafoneUK #Love Hurry up Spring â¤ï¸ https://t.co/ECUCcwMNGj,Rachael ðŸƒ,UK,rachaelsit,hurry up spring,1
