,tweet,label
425,"Hi @EE, have messaged you about my missing new phone, please look out for my DM",-1
426,"@EE hi there; my data roaming isnâ€™t working but I can still make/receive calls and texts, just the internet doesnâ€™t work. Can you help? I have a PAYG pack which includes roaming and am currently in Germany. Have tried connecting to different networks, turning on &amp; off etc",-1
427,"@Dawsy16 @EE Yeah it's bullshit. Like alot of companies,unless you come in as a new customer, you'll have to threaten to leave, then they'll throw all the offers at you.",-1
428,"@EE Why are you advertising the new Samsung s22 when u have no stock, no availability,  and no date on when u r expecting them. ðŸ¤”",-1
429,Your reply @VodafoneUK after you asked me to DM seriously wasting my time and #energy again https://t.co/YtYEy9QdhV,-1
430,@EE I put an order for the new phone but it's not arrived yet so will I miss the deadline for the Samsung buds?,-1
431,It's Tuesday! Drop us a DM and we'll get back to you.,1
432,@VodafoneUK what is the use of following an automated phone line to then get to the end and be told you won't answer my call due to 'issues'. How else am I supposed to arrange to move my broadband to a different address?,-1
433,"@chrlttno Hey Char ðŸ‘‹ We know how important a steady connection is. Have you checked the network in your area via our network checker here ðŸ‘‰ https://t.co/JaH0XHfkbZ 
Please drop us a DM with your postcode if you would like us to take a look into this for you. Kelly https://t.co/zZC6gSR1Ak",1
434,@EE  Forget EE ifr having problems making contact for technical help. You will wait an inordinately long time before connecting. IT'S ABSOLUTELY DIABOLICAL SERVICE,-1
435,"EE x @BEATPORT present PARALLEL 5G. Watch the live stream tonight from 7pm at Millennium Square, Leeds or here!

@Rudimental @ariellefree @itsjuniorsimba &amp; Manami https://t.co/BcEobb44nT",1
436,"@theroyaleditor The week @Telegraph @guardian
#Savile story &amp; @DiscoveryUK doc my @bt_uk landline  @O2 mob. were shut down

@MetCC @metpoliceuk @PoliceChiefs @NCA_UK
@policeconduct @netpol @UN @DameLynneOwens
@policecommander @WMerciaPolice @sussex_police

https://t.co/03Dq8DeNVM",-1
437,"@KingHarold1 Hi Harold, I hope you're well and having a nice weekend, are you up to much or having a chilled one? 

If you're having issues I'll be more than happy to look in to it with you, what's going on with your coverage? 

Thanks 

Chris",1
438,"Canâ€™t wait to get my @VodafoneUK broadband installed and ready to go tomorrow. Looks a decent bit of kit too with the router, booster and back up dongle. Will have fun setting it up though haha #BeUnlimited #TogetherWeCan #FeelTheConnection #Vodafone #VodafoneUK ðŸ’¯â¤ï¸ðŸ’¯ https://t.co/2Xk5bqLlVm",1
439,@bt_uk If you can please. This is extremely inconvenient for me work wise. Iâ€™ve never had such a bad issue with BT before and really need it to be back up today,-1
440,"@DeadmanIncLive Hi James, any sign of the engineer - I've called their mobile a couple of times but no answer ^Elaine",-1
441,"Meet Emma!ðŸ‘‹
She's an Environment Manager, responsible for ensuring @vodafoneuk operates in the most sustainable way. Emma's helped to reduce waste &amp; carbon emissions as we continue our journey to net zero!

Read more about how Emma is breaking the bias:
https://t.co/DLpGt5iEZK https://t.co/ojQfopjbcX",-1
442,@VodafoneUK #DreamHoliday Costa Rica to make friends with a bear. Hope it's a cuddly one. https://t.co/uyhYqlujnW,1
443,"We've more PlayStation 5 stock landing next week for BT broadband customers to buy via https://t.co/vn4dQFCbvZ.â£
â£
We'll post here when theyâ€™re available, so you can have the chance to secure one. https://t.co/p3z31MPPCh",-1
444,@bt_uk I have sent you a DM can you please respond,1
445,@EE love being mislead by ee,1
446,@TheTiniestVole @bt_uk It's like the opposite of a burglar.,-1
447,"The shortlist for the @DIVAmagazine Awards has arrived! #BryonyJacksonDoward @bt_uk has been shortlisted for Inspirational Role Model of the Year - congratulations, Bryony! #DIVAAwards2022 https://t.co/XB1iLz9UmP https://t.co/3iCaqKyWl3",1
448,"@bt_uk bt open   have been illegally tracking her &amp; husband childâ€™s mobile phones for 14 months your company does  nothing
two  of your open reach engineers mr wilkson his napalesse boss Uxbridge area regular illegally track my niece husband  mobile phones for cash whereâ€™s the laws that",-1
449,@alanburkittgray @disruptivedean Hi. Our network status checker ( https://t.co/JaH0XHfkbZ ) is showing that we've recently wrapped up some maintenance work in the area and we're currently monitoring the network whilst getting everything back up and running. We should see things back to normal shortly âœ”ï¸ Raz,1
450,@VodafoneUK I'm so happy when I'm back in touch with you. #InternationalDayOfHappiness,1
451,"@EE Hey EE, hurry up and install it outside of the town centre then! ðŸ™„",-1
452,"@VodafoneUK Iâ€™m so happy when you are here and we are not getting involved with this situation. 

Deep!

#InternationalDayOfHappiness",1
453,Been in a chat waiting 4hrs for someone at @virginmedia ridiculous bet when they come on they'll say they only help people on UC so I'll be looking at other providers. @SkyUK @bt_uk,-1
454,@EE Another day another no S22 ultra at my door.,1
455,@bt_uk hi my home  phone has a dial tone but NO ONE can ring in. But we can ring out? It was working as of yesterday,-1
456,@VodafoneUK is by far the worst network to get hold of ever. Absolutely pathetic. Been trying to switch my broadband to my new home for two weeks.,-1
457,"@AnfieldRdYNWA Hi. Sorry for your wait, we're a little busier than normal but Iâ€™m here to help.

Let me have a look for you. What number has the text come from? -Michael D",-1
458,#VodafoneTreats I am happy when I am home with you for the weekend ðŸ¶ðŸ¶ðŸ¾ðŸ¾@VodafoneUK  #InternationalDayOfHappiness,1
459,"@VodafoneUK 
Do you think itâ€™s acceptable for a disabled person to be on the phone for 2 hours plus + still not have an issue resolved ? Itâ€™s not.  I was refused a call back until the last minute.. and ignored when I asked for the hold music to be silenced. #EnergyImpairment https://t.co/MrCCtfJr6R",-1
460,"So I have to miss the first 15 minutes of Roma vs Vitesse game because BT decided having 15 minutes extra waffle after the Leicester game was more important ðŸ™„ðŸ™„ðŸ™„

#UECL #ASRoma #RomaVitesse @btsportfootball @btsport @bt_uk https://t.co/Sk1SnBrAIi",-1
461,@VodafoneUK is this a joke? https://t.co/8Nk4IcPihC,-1
462,"@EE my wife posted old Samsung phone back on Monday, Special Delivery. It was delivered Tuesday (have proof). Still getting Final Reminder trade in e-mails today and to ensure it's received by 21st March.  Is this normal?",1
463,@EE Hello EE how are you today?,1
464,@Dominiclangan @bt_uk Try plusnet.  owned by BT but great customer service!,1
465,@bt_uk All sorted now thanks guys. ðŸ‘,1
466,@EE Iâ€™d have a go at it,1
467,@EE I was hoping to use the add on with my upgrade but it says itâ€™s already been used but I used it like 4 years ago,-1
468,".@BTCare @bt_uk absolutely fantastic service on chat today from your colleague Ross. Saved me a phonecall, solved my queries and helped get me the best deal. 

Thank you for making something I've been putting off for months very manageable and enjoyable.",1
469,@MrApollo @bt_uk ðŸ˜‚,1
470,@EE @daviewhisk Me too,1
471,"@antellim thanks for checking that David, as it's working on other devices, we have to say it's a device issue. I can see we asked earlier is VPN in use on the device as this can cause this problem but you advised not. I'm sorry there's nothing else we can suggest here ^Brian",1
472,@EE Have done,1
473,More photos from #TIGLive @bt_uk https://t.co/Sqq19wFZJ7,1
474,"@EE Nope, still unresolved. Please DM",-1
475,@EE WTF is happening to the network connection in Eastbourne?,1
476,"@VodafoneUK Oh, and as a final detail, despite several emails to the effect that it's not compatible and despite lots of messages from a ""Nirav"" stating that it's not compatible, the information on the device says ""Mobile voice network type - 4G"" which suggests you're completely wrong.",-1
477,@EE any update on the stock availability of Samsung S22+ in the UK?,-1
478,"My emails @bt_uk landline @O2 mob @Skype #HACKED post stolen from ALL ethical police solicitors journalists with legal/press campaign help-Im #stalked daily-no friends unless #spycop minders

ðŸ“¢@TheGreenParty push @ClarenceHouse to STOP the paranoid @GOVUK #hacking @UN_HRC @UN https://t.co/ZiyH9zp21G",-1
479,"It's the middle of the week, and we're in the middle of helping our customers! We're only a tweet away, get in touch.",-1
480,@bt_uk buffeting all night absolute rubbish sorry I signed up with them canâ€™t even watch something on I player. Swerve them at all cost,-1
481,@bt_uk Bt open reach  have been illegally tracking her &amp; husband childâ€™s mobile phones for 14 months your company does  nothing two  of your open reach engineers mr wilkson his napalesse boss Uxbridge area regular illegally track my niece husband  mobile phones for cash,-1
482,"@EE Yesterday I was offered a 10% loyalty discount on an update which I was considering.  Today, however, I am not offered the same discount.  I presume I'm getting that because I'm a long term customer with 4 mobile numbers.  Can you tell me why it's gone please?",-1
483,@bt_uk well this is great - of course you canâ€™t you canâ€™t contact me on THAT phone number because thatâ€™s the number nobody has been able to contact me on since we moved our contact with you - and the substance of my complaint!! https://t.co/IpVzxhuq4k,-1
484,"@skelly2308 Hi Claire, sorry to see this. Is it for a business or residential account. DM us over with the name on the account, full address with postcode and BT account number and I can have a check or direct it to the right team. ^Garry",-1
485,"@joshua_tasker Hi Josh, could you please pop over a DM? -Jo",1
486,"@Callum93096897 Hey Callum.

I hope you are keeping safe and well.

It's great to see that you've placed and order with us. Is it for a new mobile with a new number, or is it for an upgrade to an existing number? -Gavin",1
487,@VodafoneUK Iâ€™m so happy when you are home so you donâ€™t need me too much lol I love it too much and Iâ€™ll be fine too,1
488,"@EE Iâ€™m texting GO FASTER to 150, but I keep getting an error come back as a text.",-1
489,"@EE Hey, bit annoyed to wait 30mins to chat to someone only to be given 2 mins to respond then be cut off (see screenshot) ðŸ˜¡ https://t.co/KLC6FFT6sV",-1
490,@VodafoneUK Thereâ€™s no if about it Tim I will need help for sure haha. I can just about do an iOS software update on my phone. Being in my tenth year as a Vodafone customer itâ€™s great to extend my contract and commitment to your network too. Best one in the UK for sure #Vodafone ðŸ’¯â¤ï¸,-1
491,"@EE No, there were several better competitor offers that I quoted.",-1
492,@bt_uk I have received a text saying that it wonâ€™t be fixed until Monday. Is this correct? Who can I talk to about this please?,-1
493,Doesnâ€™t sit well that companies like @bt_uk &amp; @EE increase prices with CPI (the bigger number out of RPI vs CPI) then put ANOTHER 3.9% on to â€œupgrade their serviceâ€ shouldnâ€™t that be factored into the price you pay anyway?,-1
494,"@VodafoneUK Sheâ€™s gonna be in touch after work ðŸ‘ðŸ»
The bill should only be about Â£300 per month, itâ€™s been going up each month and has now reached Â£1000. No chance it should be that high. Hopefully itâ€™ll get sorted later.",-1
495,"@VodafoneUK I have 2 contacts with you I have turned off secure net but it's turned it self on one phone but I can't turn it off as it
Says it is off but its charging me for it",-1
496,@bt_uk Open reach are a completely rogue company we had this chap mr Wilkinson and his Nepalese boss in the Uxbridge  Gerard cross area  stalking our niece for over a year her ex boyfriend has admitted to paying them cash  nothing ever gets done how in these days of data privacy Gdpr,-1
497,@sheriene_hannah Hi Sheriene just want to check in and see if you got things sorted or if you need any further help at all? ^Alannah,1
498,@VodafoneUK Iâ€™m so happy when we are home safe love love this love love it baby baby Iâ€™m happy for Christmas #VodafoneTreats,1
499,@bt_uk @OpenreachHelp The amount of your staff wandering around Birmingham city centre with their lanyards and security passes just hanging round their neck isâ€¦ a lot. So easy to grab one and get inside your buildings.,1
500,@HemingwayDM Hey David ðŸ‘‹ðŸ» I would recommend checking out our Network Status Checker tool online https://t.co/wrNvWDIhr2 which will advise you on how our networkâ€™s performing where you are and up-to-date information on anything going on that might be affecting your signal and services ðŸ“¶ Jason,-1
501,@Ianblackford_MPðŸ“¢@GOVUK censor-theres a D-Notice on my story-the journalist whose @NHSuk bloods are doctored #defamed then sectioned the day #RussiaReport published 21 July 2020-Tribunal #corrupted but released 3 Aug 2020 with reams of sadistic defamatory notes.@UN @BBCNews @hrw https://t.co/hgL0IOcNZV,-1
502,@great_teller I'm confident with the correct process being followed this will end the way it should Sharon. -Ashleigh,1
503,@mattfrei @EE They're all greedy bastards Matt. End of.,-1
504,"@EE  hi, I have a question about my account, can I talk on a DM? Thanks",1
505,@EE @sjokz @eelcobvr https://t.co/2ItZtVnIhk,1
506,@kingofberkshire @GBNEWS @EE Hereâ€™s your next advert to test.,1
507,@VodafoneUK @Ker_Anderson It doesnâ€™t need a DM just pay some engineers to fix the network at London Bridge https://t.co/GvqlXGbQVp,-1
508,@VodafoneUK We decided to go for walk every Sunday to get some fresh air and my son asks me if we can climb up a grass bank.. so he ran ahead and shouts about steps.. then suddenly were going into a hill into some kind of underground bunker. That definitely put a spring in my step! So cool https://t.co/psQLCabojx,-1
509,@EE Why are apple offering the same thing for Â£13 a month?,-1
510,@EE It's just a deposit receipt I have atm tho like I have to wait till it arrives at the shop,-1
511,@bt_uk Where should I send me details? And do you have contact details for the loyalty department?,-1
512,"@bt_uk How do we go about cancelling the contract without penalty? 

Police and fire report can be provided if required.",-1
513,@VodafoneUK I'm so happy when you say that I am a mum #VodafoneTreats #InternationalDayOfHappiness,1
514,@bt_uk Why canâ€™t you help sort out our broadband order that has been cancelled several times leaving us weeks without internet at a property with no phone. Unable to work - disgraceful service,-1
515,"@nattrass16 Have you got the My EE app, Michael? - David C",-1
516,@bt_uk You team have illegally tracking trying to kill our niece Dodgy  Bt Open reach engineer has  tried killing our niece his name is mr Wilkinson and his Nepalese boss in the Uxbridge  Gerard cross area harrassment  for over a year her ex boyfriend gary hook has admitted,-1
517,@EE @ItsLewisMorg Lots getting delivered today including mine ðŸ˜Š,1
518,"@bt_uk Why is there no mobile phone network coverage in Porth, RCT?",-1
519,"@EE Reading the comments here and your awful authoritarian approach to people daring to criticize the BAFTA garbage Iâ€™m leaving you ASAP. 

What a terrible marketing team you have ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£",-1
520,@EE spoke with you yesterday about signal issues - now I have no signal &amp; WiFi calling isnâ€™t workingâ€¦ no way to contact yourselves to resolve the issueâ€¦,-1
521,"@VodafoneUK Skiing down the tallest mountain in Egypt 

 #DreamHoliday",1
522,@Mufc__Jon Was it the S22 or the S22 Ultra that you've ordered Jonny? -Si,-1
523,"@VodafoneUK But its not really the point. I was given a code last night. I can't retrieve it and I've to wait 3 days for them to fix it. I try new links l,they don't work. Why is it always the same drama? Its almost like you promote the scheme to get the businesss but don't want to honour it",-1
524,@BounceNewsNg @ItsEliOyefeso @CryptobuddyInfo @EE,1
525,@EE Hi. My SIM only is now out of contract and I wish to close the account. How do I do this? Thanks,-1
526,"@richard_farr @ThreeUK @EE  should be able to help you out, check my history on here and see how many years Three have said itâ€™s coming.",-1
527,@EE hello. Please check DM,-1
528,@Angharad_78 @EE We more or less do most of our shopping online so we really ought to look in to it ðŸ‘ x,-1
529,@mattfrei @EE @kevinbacon Should of told them you know Jon Snow it might of carried a bit more weight to the argument.,-1
530,"Hi @EE, not able to make calls from abroad (US), even though I set up roaming before I left the UK - could you please help",-1
531,@BromleyCommuter We'd be able to discuss this in more detail with you through private DM Mark. Please click on the link in my previous message to get connected to us. Thanks. Saf,1
532,@ClintonMuscle @GarethJHowells @EE Donâ€™t hate the player hate the game.,-1
533,@Salwa10jan @Shawn_Vodden_93 @Zetlydotio @EE @free @ChaChato_CCT https://t.co/bQ2UFToHQe,1
534,@VodafoneUK Iâ€™M so happy when you get back into the park and we will see how much we love and miss everyoneâ€¦. https://t.co/eBHAHqk4df,1
535,"@virginmedia Another night of crap gaming cheers! Soon going to @bt full fibre broadband as long as its the same price, but better performance I hope, P.S. @virginmedia you are a joke and weather  @EE or @Bt is good or bad you are history.",1
536,@HarryReece @RyanConlon_1 @jackhenryx @GrWashbourne @charlienoakes8 @ConorWright8 @EE 5G currently not working in water orton can we send an engineer please,-1
537,@bt_uk to Finnish after talking to bt sales man 1hr later a fault appeared on line covering Spalding and other areas in think I'm owed a refund for the last few months,-1
538,@VodafoneUK I'm so happy when you say you love me,1
539,@MrStephenHicks @VodafoneUK Welcome to @VodafoneUK customer service ðŸ˜¡,-1
540,@FMDoop @bt_uk What morons.,-1
541,"@VodafoneUK I'm so happy when you are free to come to the office.

#InternationalDayOfHappiness

Erm...",1
542,"@EE The postcode is the postcode for Greenwich Park, itâ€™s an enormous Royal park covering 183 acres which I am unlikely to be living in unless my personal circumstances take a massive downhill dive.",-1
543,"@VodafoneUK Despite following instructions and your troubleshooting guide, my line is still down ðŸ˜¡ðŸ˜¡#vodafonedown https://t.co/Dz7OPGSSLZ",-1
544,"@EE, afternoon! I ordered a sim only deal on Monday via phone. Was told it would be in post next day but alas, it hasn't arrived. Any help and information would be appreciated",-1
545,@mattfrei @EE @kevinbacon Reading this while in a call queue with NatWest for two hours. Waiting now just out of curiosity as to what the agent has to say when I let go of my bottled up thoughts mostly about the most bloody awful music I have ever had to listen to.,-1
546,"@bt_uk 5 days, 2 cancelled engineers and 4 phone calls later yes it was indeed fixed thank you",-1
547,"@bt_uk Third day and still no WIFI. Keep being told they hope to have it fixed, but nothing for 2 days!!",-1
548,"@Spencer745 Good afternoon, how are you today?

I'm sorry you're having trouble with your service, let's get this checked.

Please send over some account details by DM and I'll take it from there ðŸ™‚ - DJ https://t.co/m14c5xhQi0",-1
549,Anti theft device for Land Rover by @bt_uk https://t.co/hjVkuycd3J,-1
550,@EE are a complete rip off &amp; Iâ€™m absolutely fuming right now! They lie &amp; promote false advertising,-1
551,"Telecoms giant @bt_uk is investing millions creating a new office hub in the centre of #Cardiff for up to 900 staff as part of a multi-million-pound investment:
âž¡ï¸https://t.co/4TQzuMs2Bu

#UKMfg #GBMfg #BT #Telecommunications https://t.co/rMfRj4fMrD",1
552,@EE is your service down? All last week and today I have hardly any internet signal in places where I usually get 5G ðŸ¤”,-1
553,"@CharlieKChats Hey Charlie, I am so sorry to read this. I know you wish to share this experience, however I would very much like to cast an eye over things to see if I can do anything to help. If you want me to do this please reply via PM with the VOL order reference number? thanks ^Aideen",-1
554,@EE Hi just a quick question I have an old iPhone 10 that I got through you and have since got the iPhone 12. If I wanted to unblock the old iPhone to be able to use on other networks is that something you can do?,-1
555,"@Chopper267 Hey Adam ðŸ‘‹ Big thanks for raising this with us, I'll pass on to the correct team that we need to improve our maths and get the Ts&amp;Cs updated! ðŸ¤“ James",1
556,@EE hello! What is the current wait time for the S22. I ordered Wednesday 16th and I have until 31st March to send off my old phone for trade in. Is it going to be cutting it fine to meet that deadline?,-1
557,"Despite their bold claims, MBNL @ThreeUK &amp; @EE DO NOT ENGAGE with local communities. Our experience is of threatening &amp; misleading letters from a company that seeks to STEAL OUR HOMES WITHOUT CONSENT! #5G @Ofcom @ukgovtech

https://t.co/QkFLPivWdu",-1
558,"@VodafoneUK â€¦Vodafone kept the promises it made not to reintroduce roaming charges

(Then I wake up and realise I was just dreaming)",-1
559,"@theroyaleditor The week @Telegraph @guardian
#Savile story &amp; @DiscoveryUK doc my @bt_uk landline  @O2 mob. were shut down

@MetCC @metpoliceuk @PoliceChiefs @NCA_UK
@policeconduct @netpol @UN @DameLynneOwens
@policecommander @WMerciaPolice @sussex_police https://t.co/BbDjKquOqM",-1
560,@VodafoneUK 2 days and Â£160 in train tickets wasted. Forget having a look into it. Have your cancellation team contact me.,-1
561,@bt_uk Bt  Open reach are a completely rogue company we had this chap mr Wilkinson and his Nepalese boss in the Uxbridge  Gerard cross area  stalking our niece for over a year her ex boyfriend has admitted to paying them nothing ever gets done how in these days of data privacy Gdpr,-1
562,"@VodafoneUK And another hour on hold.  I'm trying to give you my business from BT, I'm starting to wonder whether you want it!!",-1
563,"@EE Mehtinks that you'd better send me a 4G Wi-Fi dongle free of charge before you switch my 3G signal off: there is no way on this or any other planet or in any other universe that I can afford Â£90 to pay for one, as I am unemployed and on Universal Credit! OR ELSE!!!",-1
564,"Awesome to celebrate our industryâ€™s Black role models and trailblazers at last nightâ€™s @BTAAwards w/ our Ethnic Diversity Network.

Honoured to be named Ally of the Year, but all credit to my colleagues for making @EE and @bt_uk a team that welcomes all where you can be yourself. https://t.co/iUNwQxGpHm",1
565,"@ee shocking how something your fault we have to pay, itâ€™s not happening",-1
566,What a GREAT idea @bt_uk @WeAreOpenreach I wish the ones in my neighbourhood had the faces of the local heroes who made it ðŸ‘ https://t.co/ygIdpPlbQE,1
567,@Opposable1 And have you reported the fault and spoken to someone at BT? If you can DM over the full address and postcode and account holders name i'll check the latest update on it. ^Janet,-1
568,Up your game with broadband that can handle anything. Connect 100 devices in your home with EE Full Fibre Broadband.,1
569,"@KevinJolliffe Afternoon Kevin, I do hope you're keeping well. Its disappointing to see you're leaving the EE network, has anything happened to make you want to move away? Also, with the cancellation side, are you taking your number with you? -Ashleigh",-1
570,"Want to #WIN a Very Big Spring Getaway worth up to 10k? ðŸï¸

Use #DreamHoliday and our generator to tell us what you'll be doing on it.

Check out #VeryMeRewards in the My Vodafone app for the chance to win more prizes ðŸŽ

Terms apply (ends 31/03/2022)ðŸ‘‡

https://t.co/HpXCBf8v0Z https://t.co/NkxMV6hdDp",1
571,@EE My dad's phone has been cut off and he's unable to call 150. Can you help please?,-1
572,"@WesBez Hi there, any offers shown online must be accepted/placed online by yourself, as they may not be available to ourselves to order via phone.
Have you gone back in online and is the offer still showing? ^Janet",-1
573,"@bt_uk I shouldn't have to wait for anything, I was assured I'd be on by yesterday. Moved house with autistic teenagers and you've left us with no TV no Internet, after poaching me from @VodafoneUK claiming to be cheaper! Then you try doubling my charges! What a joke!",-1
574,"ðŸŒ» March PHONEtography challenge ðŸŒ»

Share a photo from your phone of a spring adventure youâ€™ve been on and tell us why it puts a spring in your step.

We could surprise you with #VodafoneTreats ðŸŽ or a brand new phoneðŸ“± https://t.co/tZ84MVXVlj",1
575,"@JPrest0 Hey , that's amazing news and thanks for letting us know the router arrived safely ðŸ™‚ ,if you need our help with anything else in the future please come back to us at anytime ðŸ‘ ^Robbie",1
576,"@VodafoneUK I'm so happy when I have never played with the s20's in the last couple of years....
#VodafoneTreats",1
577,@EE is there an outage in Birmingham at the moment?,-1
578,@MarcAllera @BTAAwards @EE @bt_uk Congrats,1
579,"@life_art_mimi Thanks for getting in touch, you can report this online. Have a look at this page for more info and click on the contact form link https://t.co/uH2tYWvJRt ^StephK",1
580,"@B_PRICEY00 I am sorry to hear that, what is the issue? is it order/fault related? include the first line of address and post code in your reply so I can review thats going on. Thank you ^Aideen",-1
581,"@AmyForsterSmith @bt_uk Mine has come back, hope yours has too? Itâ€™s one thing to lose the internet but I was concerned when our phone line dropped with it :/",-1
582,"@AshrafWallace Hi Ashraf, hope you are well and having a fabulous Friday. 

If you can drop me a DM with the IMEI number of your handset I would love to run through how to unlock your handset online. -Neil https://t.co/m14c5xhQi0",1
583,@aseddon9463 I have give you the options available too you Andy to get the Monthly Sport pass. ^Clare,1
584,@JoLouiseJordan @EE @TheO2 In our last house we had the same problems with o2 and we went to EE then. Had to fight them but eventually they let me out of the contract because there was insufficient signal.,-1
585,"@EE I ordered a screen protector with my new phone but the screen protector arrived smashed. Iâ€™ve tried emailing, no response, Iâ€™ve tried webchat who asked me to call and Iâ€™ve tried calling but there are no options for what I need. Iâ€™d just like a new one sending out please!!",-1
586,@gredawarha Ah that's great and I can make sure all is ok at our side if you would like? -Mark,1
587,"Hey @bt_uk youve changed me over to bt digital voice making my phone unusable, I have replied â€˜NOT RECEIVEDâ€™ as requested to about 20 text messages. Having to wait until next week for the delivery of some stupid box without any phone service is no joke when stuck at home ( 1/2 )",-1
588,"@bt_uk @OpenreachHelp please, I'm begging, is there nothing that can be done to get FTTP. It's 2022, 5k 5k fibre exists and I have this. Come on ðŸ˜” https://t.co/Dwuiu5xmU3",-1
589,@VodafoneUK #DreamHoliday Iâ€™m off to Hawaii to become a professional ice skater. Yes please!,1
590,@VodafoneUK I'm so happy when I get a chance #InternationalDayOfHappiness #VodafoneTreats,1
591,@bt_uk Turn it off and turn it on again seems to have worked ðŸ˜‚ thank you,1
592,"@BorisJohnsonðŸ“¢@GOVUK censor-theres a D-Notice on my story-the journalist whose @NHSuk blood tests are doctored, #defamed then sectioned the day #RussiaReport published 21 July 2020-Tribunal #corrupted but released 3 Aug 2020 with reams of sadistic defamatory notes. @UN @BBCNews https://t.co/JWVuYvBspW",-1
593,"@bt_uk Bad customer service, BT blaming Openreach for my lack of service! Now day 6 no connection as they cancelled my old provider!! I would rather they say I donâ€™t know than lie to me about whatâ€™s happening. Definitely wish I had read the reviews before changing provider.ðŸ˜¡",-1
594,"@EE No after it didnâ€™t work I just decided to use it as a watch to be honest, just disappointing to pay for 2 years and not use any data at all but nothing I can do now",-1
595,@BenjaminBallA @EE @kevinbacon Good idea,1
596,"@sparkslabs_com Split  conversation, already picked up by other team member",-1
597,@VodafoneUK Hi Jason. That was difficult when there was no network connectivity! Seems to be back up now.,-1
598,@bt_uk connection kept dropping january. Bt finally came 5 days ago.. (problem fixed) bang no internet connectivity? Â£90 a month for this shite?,-1
599,"@JPrest0 Hey , Please ask away ðŸ™‚, if we can help you we will ? ^Robbie https://t.co/hBbj6tVEyH",1
600,@bt_uk No problem will do that after work today. Maybe you should do some further training with staff and explain to customers you might have to change dates even to stop others wasting time like myself.,-1
601,@NadineDorries ðŸ“¢@GOVUK censor-there's a D-Notice on my story-the journalist whose @NHSuk bloods are doctored #defamed then sectioned the day #RussiaReport published 21 July 2020-Tribunal #corrupted but released 3 Aug 2020 with reams of sadistic defamatory notes.@UN @BBCNews @hrw https://t.co/hgL0INVcBl,-1
602,@justagoose121 @VodafoneUK @RENAULTUK @SamsungUK Haha yesðŸ‘ŒðŸ•µï¸ good eye.,1
603,@bt_uk I will reply in dms right now,1
604,@EE Ok thanks. Would I have to call to change the phone colour if the upgrade has already been placed? Thanks,1
605,@Michael57690152 @EE If I don't receive it this week I will be going further as the said I should have it within 14 days after I kicked off last week.,-1
606,"@mikeydee1986 @EE @MartinSLewis Raising bills isnâ€™t cool â€“ especially at a time like this. With us, your prices stay fixed, so you know exactly where you stand. If itâ€™s fixed prices and peace of mind youâ€™re after, come jump aboard our trolley. Switch and save now ðŸ‘ - Laura",-1
607,"@JamieSChampness @bt_uk @Equifax @financialombuds Hi Jamie, if we have disputed the info and BT believe it is correct and won't amend it, the next step would be to contact the Office of the Information Commissioner who would be able to make a ruling as to whether it is correct or not https://t.co/tKlb8lV0xT Kind regards Neil",-1
608,@davidsilkstone @EE @Speedtest We have free WiFi?,1
609,@VodafoneUK I'm so happy when we have seen your last email as we are together! ðŸ¤£ðŸ¤£ Typical text language I'd say! ðŸ¤£ðŸ¤£ðŸ¤£,1
610,"@Graham_hussey @GNetworkComms Change over to @VodafoneUK broadband buddy! - no issues and high speeds, and good customer service.",1
611,"@GarethJHowells Evening Gareth. I hope you've had a lovely weekend, thank you for reaching out. Is this something you've since spoken to our customer service team regarding? -Ashleigh",1
612,@JNUGENT10 @RyanConlon_1 @jackhenryx @GrWashbourne @charlienoakes8 @ConorWright8 What happened ðŸ¤ðŸ˜‚,-1
613,@DJ_PHUNK @EE @3uk 100%ðŸ‘,1
614,0.71Mbps download speed. Much worse than my expectation. @ee https://t.co/Dp1QWHo7fW,-1
615,"@EE 07939 316957 received a call from this number claiming to be from  @Visa _x000D_
Checked account whilst on phone to verify and they hung up. Fraud _x000D_
Needs investigating ðŸš¨ðŸš¨ðŸš¨",-1
616,@louisepriestman @EE 10% this year!,1
617,@Danjones_uk @VodafoneUK 15 text messages and the quietest notification sound. Got it for Christmas 98 I  think ðŸ¤” . Still use the same number ðŸ‘Š,-1
618,.@EE 18 minutes and still no answer? https://t.co/XMz6wIvzap,-1
619,"@VodafoneUK 1st phone Nokia 6110 , favourite phone IPhone 7 (my current phone )  favourite game -Snake #VodafoneTreats https://t.co/qDUED0iCV6",1
620,"@VodafoneUK 1st phone was a Hagenuk _x000D_
Favourite phone was original Motorola Razr_x000D_
1st mobile game Snake (original 1st version)_x000D_
Favourite mobile game was and still is Candy Crush",1
621,"@VodafoneUK 1st phone was a Nokia 3310_x000D_
Favourite phone was the Motorola RAZR_x000D_
1st mobile game was snake_x000D_
Favourite mobile game either candy crush or currently beatstar_x000D_
#Vodafonetreats",1
622,@EE 2 emails so far both with price increasesfor mobile and broadband. I'm pretty sure I didn't sign up for that.,-1
623,"@EE 21 million subscribers, if each pay an additional Â£3 per month (less than my increase) thatâ€™s an additional +Â£60m per year. Letâ€™s just be honest, itâ€™s increased profits not structure.",1
624,@VodafoneUK 22-mins and still holding to speak to a manager in your Complaints team - you couldn't make it up or any worse for a family member trying to resolve the death of their mum. @BBCWatchdog  is this worth looking into?,-1
